last_updated,name,value,unit,source
2015-03-01,Dệt may,1500.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sắt thép,636.0,Triệu USD,Tổng cục thống kê
2015-06-09,Máy móc thiết bị,707.0,Triệu USD,Tổng cục thống kê
2015-06-09,Điện tử máy tính,1350.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thức ăn gia súc,333.0,Triệu USD,Tổng cục thống kê
2015-06-09,Café,266.0,Triệu USD,Tổng cục thống kê
2015-08-03,Ô tô,533.0,Triệu USD,Tổng cục thống kê
2015-06-09,Gạo,275.0,Triệu USD,Tổng cục thống kê
2015-08-03,Vải,748.0,Triệu USD,Tổng cục thống kê
2015-06-09,Dầu thô,265.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sản phẩm hóa chất,296.0,Triệu USD,Tổng cục thống kê
2015-06-09,Thủy sản,513.0,Triệu USD,Tổng cục thống kê
2015-06-09,Tổng trị giá Xuất khẩu,13345.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Điện tử, máy tính và linh kiện",2019.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Máy móc thiết bị, phụ tùng",2589.0,Triệu USD,Tổng cục thống kê
2015-06-09,Giày da,800.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Nhập khẩu,14736.0,Triệu USD,Tổng cục thống kê
2015-08-03,Xăng dầu,589.0,Triệu USD,Tổng cục thống kê
2015-06-09,Gỗ và sản phẩm gỗ,544.0,Triệu USD,Tổng cục thống kê
2015-08-03,Hóa chất,283.0,Triệu USD,Tổng cục thống kê
2015-06-09,Dệt may,1628.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sắt thép,599.0,Triệu USD,Tổng cục thống kê
2015-06-24,Máy móc thiết bị,654.0,Triệu USD,Tổng cục thống kê
2015-06-24,Điện tử máy tính,1156.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thức ăn gia súc,301.0,Triệu USD,Tổng cục thống kê
2015-06-24,Café,215.0,Triệu USD,Tổng cục thống kê
2015-08-03,Ô tô,524.0,Triệu USD,Tổng cục thống kê
2015-06-24,Gạo,321.0,Triệu USD,Tổng cục thống kê
2015-08-03,Vải,881.0,Triệu USD,Tổng cục thống kê
2015-06-24,Dầu thô,536.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sản phẩm hóa chất,260.0,Triệu USD,Tổng cục thống kê
2015-06-24,Thủy sản,535.0,Triệu USD,Tổng cục thống kê
2015-06-24,Tổng trị giá Xuất khẩu,13348.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Điện tử, máy tính và linh kiện",1777.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Máy móc thiết bị, phụ tùng",2148.0,Triệu USD,Tổng cục thống kê
2015-06-24,Giày da,984.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Nhập khẩu,13200.0,Triệu USD,Tổng cục thống kê
2015-08-03,Xăng dầu,612.0,Triệu USD,Tổng cục thống kê
2015-06-24,Gỗ và sản phẩm gỗ,557.0,Triệu USD,Tổng cục thống kê
2015-08-03,Hóa chất,295.0,Triệu USD,Tổng cục thống kê
2015-06-24,Dệt may,1636.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sắt thép,672.0,Triệu USD,Tổng cục thống kê
2015-08-03,Máy móc thiết bị,660.0,Triệu USD,Tổng cục thống kê
2015-08-03,Điện tử máy tính,1300.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thức ăn gia súc,263.0,Triệu USD,Tổng cục thống kê
2015-08-03,Café,208.0,Triệu USD,Tổng cục thống kê
2015-08-03,Ô tô,593.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gạo,282.0,Triệu USD,Tổng cục thống kê
2015-08-03,Vải,1109.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dầu thô,246.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sản phẩm hóa chất,306.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thủy sản,550.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Xuất khẩu,13500.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Điện tử, máy tính và linh kiện",2038.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Máy móc thiết bị, phụ tùng",2480.0,Triệu USD,Tổng cục thống kê
2015-08-03,Giày da,1100.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Nhập khẩu,14938.0,Triệu USD,Tổng cục thống kê
2015-08-03,Xăng dầu,468.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gỗ và sản phẩm gỗ,500.0,Triệu USD,Tổng cục thống kê
2015-08-03,Hóa chất,302.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dệt may,1650.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sắt thép,854.0,Triệu USD,Tổng cục thống kê
2015-08-03,Máy móc thiết bị,650.0,Triệu USD,Tổng cục thống kê
2015-08-03,Điện tử máy tính,1350.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thức ăn gia súc,260.0,Triệu USD,Tổng cục thống kê
2015-08-03,Café,225.0,Triệu USD,Tổng cục thống kê
2015-08-03,Ô tô,592.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gạo,292.0,Triệu USD,Tổng cục thống kê
2015-08-03,Vải,918.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dầu thô,376.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sản phẩm hóa chất,304.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thủy sản,580.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Xuất khẩu,14300.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Điện tử, máy tính và linh kiện",1798.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Máy móc thiết bị, phụ tùng",2551.0,Triệu USD,Tổng cục thống kê
2015-08-03,Giày da,1200.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Nhập khẩu,14465.0,Triệu USD,Tổng cục thống kê
2015-08-03,Xăng dầu,459.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gỗ và sản phẩm gỗ,550.0,Triệu USD,Tổng cục thống kê
2015-08-03,Hóa chất,284.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dệt may,2000.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sắt thép,839.0,Triệu USD,Tổng cục thống kê
2015-08-03,Máy móc thiết bị,680.0,Triệu USD,Tổng cục thống kê
2015-08-03,Điện tử máy tính,1350.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thức ăn gia súc,290.0,Triệu USD,Tổng cục thống kê
2015-08-03,Café,236.0,Triệu USD,Tổng cục thống kê
2015-08-03,Ô tô,501.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gạo,293.0,Triệu USD,Tổng cục thống kê
2015-08-03,Vải,950.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dầu thô,310.0,Triệu USD,Tổng cục thống kê
2015-08-03,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2015-08-03,Thủy sản,620.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Xuất khẩu,14500.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Điện tử, máy tính và linh kiện",1900.0,Triệu USD,Tổng cục thống kê
2015-08-03,"Máy móc thiết bị, phụ tùng",2600.0,Triệu USD,Tổng cục thống kê
2015-08-03,Giày da,1200.0,Triệu USD,Tổng cục thống kê
2015-08-03,Tổng trị giá Nhập khẩu,14800.0,Triệu USD,Tổng cục thống kê
2015-08-03,Xăng dầu,492.0,Triệu USD,Tổng cục thống kê
2015-08-03,Gỗ và sản phẩm gỗ,600.0,Triệu USD,Tổng cục thống kê
2015-08-03,Hóa chất,300.0,Triệu USD,Tổng cục thống kê
2015-08-03,Dệt may,2300.0,Triệu USD,Tổng cục thống kê
2015-08-30,Sắt thép,760.0,Triệu USD,Tổng cục thống kê
2015-08-30,Máy móc thiết bị,700.0,Triệu USD,Tổng cục thống kê
2015-08-30,Điện tử máy tính,1300.0,Triệu USD,Tổng cục thống kê
2015-08-30,Thức ăn gia súc,300.0,Triệu USD,Tổng cục thống kê
2015-08-30,Café,181.0,Triệu USD,Tổng cục thống kê
2015-08-30,Ô tô,444.0,Triệu USD,Tổng cục thống kê
2015-08-30,Gạo,271.0,Triệu USD,Tổng cục thống kê
2015-08-30,Vải,900.0,Triệu USD,Tổng cục thống kê
2015-08-30,Dầu thô,280.0,Triệu USD,Tổng cục thống kê
2015-08-30,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2015-08-30,Thủy sản,600.0,Triệu USD,Tổng cục thống kê
2015-08-30,Tổng trị giá Xuất khẩu,14500.0,Triệu USD,Tổng cục thống kê
2015-08-30,"Điện tử, máy tính và linh kiện",2000.0,Triệu USD,Tổng cục thống kê
2015-08-30,"Máy móc thiết bị, phụ tùng",2500.0,Triệu USD,Tổng cục thống kê
2015-08-30,Giày da,1100.0,Triệu USD,Tổng cục thống kê
2015-08-30,Tổng trị giá Nhập khẩu,14600.0,Triệu USD,Tổng cục thống kê
2015-08-30,Xăng dầu,361.0,Triệu USD,Tổng cục thống kê
2015-08-30,Gỗ và sản phẩm gỗ,600.0,Triệu USD,Tổng cục thống kê
2015-08-30,Hóa chất,290.0,Triệu USD,Tổng cục thống kê
2015-08-30,Dệt may,2400.0,Triệu USD,Tổng cục thống kê
2015-10-01,Sắt thép,680.0,Triệu USD,Tổng cục thống kê
2015-10-01,Máy móc thiết bị,680.0,Triệu USD,Tổng cục thống kê
2015-10-01,Điện tử máy tính,1450.0,Triệu USD,Tổng cục thống kê
2015-10-01,Thức ăn gia súc,320.0,Triệu USD,Tổng cục thống kê
2015-10-01,Café,175.0,Triệu USD,Tổng cục thống kê
2015-10-01,Ô tô,455.0,Triệu USD,Tổng cục thống kê
2015-10-01,Gạo,207.0,Triệu USD,Tổng cục thống kê
2015-10-01,Vải,800.0,Triệu USD,Tổng cục thống kê
2015-10-01,Dầu thô,310.0,Triệu USD,Tổng cục thống kê
2015-10-01,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2015-10-01,Thủy sản,580.0,Triệu USD,Tổng cục thống kê
2015-10-01,Tổng trị giá Xuất khẩu,14200.0,Triệu USD,Tổng cục thống kê
2015-10-01,"Điện tử, máy tính và linh kiện",2100.0,Triệu USD,Tổng cục thống kê
2015-10-01,"Máy móc thiết bị, phụ tùng",2400.0,Triệu USD,Tổng cục thống kê
2015-10-01,Giày da,850.0,Triệu USD,Tổng cục thống kê
2015-10-01,Tổng trị giá Nhập khẩu,14300.0,Triệu USD,Tổng cục thống kê
2015-10-01,Xăng dầu,269.0,Triệu USD,Tổng cục thống kê
2015-10-01,Gỗ và sản phẩm gỗ,550.0,Triệu USD,Tổng cục thống kê
2015-10-01,Hóa chất,270.0,Triệu USD,Tổng cục thống kê
2015-10-01,Dệt may,2200.0,Triệu USD,Tổng cục thống kê
2015-11-06,Sắt thép,577.0,Triệu USD,Tổng cục thống kê
2015-11-06,Máy móc thiết bị,774.0,Triệu USD,Tổng cục thống kê
2015-11-06,Điện tử máy tính,1468.0,Triệu USD,Tổng cục thống kê
2015-11-06,Thức ăn gia súc,268.0,Triệu USD,Tổng cục thống kê
2015-11-06,Café,171.0,Triệu USD,Tổng cục thống kê
2015-11-06,Ô tô,480.0,Triệu USD,Tổng cục thống kê
2015-11-06,Gạo,353.0,Triệu USD,Tổng cục thống kê
2015-11-06,Vải,908.0,Triệu USD,Tổng cục thống kê
2015-11-06,Dầu thô,276.0,Triệu USD,Tổng cục thống kê
2015-11-06,Sản phẩm hóa chất,297.0,Triệu USD,Tổng cục thống kê
2015-11-06,Thủy sản,676.0,Triệu USD,Tổng cục thống kê
2015-11-06,Tổng trị giá Xuất khẩu,14314.0,Triệu USD,Tổng cục thống kê
2015-11-06,"Điện tử, máy tính và linh kiện",2016.0,Triệu USD,Tổng cục thống kê
2015-11-06,"Máy móc thiết bị, phụ tùng",2161.0,Triệu USD,Tổng cục thống kê
2015-11-06,Giày da,959.0,Triệu USD,Tổng cục thống kê
2015-11-06,Tổng trị giá Nhập khẩu,13814.0,Triệu USD,Tổng cục thống kê
2015-11-06,Xăng dầu,483.0,Triệu USD,Tổng cục thống kê
2015-11-06,Gỗ và sản phẩm gỗ,635.0,Triệu USD,Tổng cục thống kê
2015-11-06,Hóa chất,238.0,Triệu USD,Tổng cục thống kê
2015-11-06,Dệt may,1980.0,Triệu USD,Tổng cục thống kê
2015-11-26,Sắt thép,560.0,Triệu USD,Tổng cục thống kê
2015-11-26,Máy móc thiết bị,760.0,Triệu USD,Tổng cục thống kê
2015-11-26,Điện tử máy tính,1500.0,Triệu USD,Tổng cục thống kê
2015-11-26,Thức ăn gia súc,260.0,Triệu USD,Tổng cục thống kê
2015-11-26,Café,192.0,Triệu USD,Tổng cục thống kê
2015-11-26,Ô tô,500.0,Triệu USD,Tổng cục thống kê
2015-11-26,Gạo,380.0,Triệu USD,Tổng cục thống kê
2015-11-26,Vải,920.0,Triệu USD,Tổng cục thống kê
2015-11-26,Dầu thô,270.0,Triệu USD,Tổng cục thống kê
2015-11-26,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2015-11-26,Thủy sản,676.0,Triệu USD,Tổng cục thống kê
2015-11-26,Tổng trị giá Xuất khẩu,14300.0,Triệu USD,Tổng cục thống kê
2015-11-26,"Điện tử, máy tính và linh kiện",2250.0,Triệu USD,Tổng cục thống kê
2015-11-26,"Máy móc thiết bị, phụ tùng",2400.0,Triệu USD,Tổng cục thống kê
2015-11-26,Giày da,1050.0,Triệu USD,Tổng cục thống kê
2015-11-26,Tổng trị giá Nhập khẩu,14500.0,Triệu USD,Tổng cục thống kê
2015-11-26,Xăng dầu,360.0,Triệu USD,Tổng cục thống kê
2015-11-26,Gỗ và sản phẩm gỗ,620.0,Triệu USD,Tổng cục thống kê
2015-11-26,Hóa chất,260.0,Triệu USD,Tổng cục thống kê
2015-11-26,Dệt may,1700.0,Triệu USD,Tổng cục thống kê
2015-12-27,Sắt thép,520.0,Triệu USD,Tổng cục thống kê
2015-12-27,Máy móc thiết bị,75.0,Triệu USD,Tổng cục thống kê
2015-12-27,Điện tử máy tính,1500.0,Triệu USD,Tổng cục thống kê
2015-12-27,Thức ăn gia súc,320.0,Triệu USD,Tổng cục thống kê
2015-12-27,Café,244.0,Triệu USD,Tổng cục thống kê
2015-12-27,Ô tô,683.0,Triệu USD,Tổng cục thống kê
2015-12-27,Gạo,318.0,Triệu USD,Tổng cục thống kê
2015-12-27,Vải,920.0,Triệu USD,Tổng cục thống kê
2015-12-27,Dầu thô,324.0,Triệu USD,Tổng cục thống kê
2015-12-27,Sản phẩm hóa chất,310.0,Triệu USD,Tổng cục thống kê
2015-12-27,Thủy sản,600.0,Triệu USD,Tổng cục thống kê
2015-12-27,Tổng trị giá Xuất khẩu,14200.0,Triệu USD,Tổng cục thống kê
2015-12-27,"Điện tử, máy tính và linh kiện",1900.0,Triệu USD,Tổng cục thống kê
2015-12-27,"Máy móc thiết bị, phụ tùng",2500.0,Triệu USD,Tổng cục thống kê
2015-12-27,Giày da,1200.0,Triệu USD,Tổng cục thống kê
2015-12-27,Tổng trị giá Nhập khẩu,14800.0,Triệu USD,Tổng cục thống kê
2015-12-27,Xăng dầu,420.0,Triệu USD,Tổng cục thống kê
2015-12-27,Gỗ và sản phẩm gỗ,660.0,Triệu USD,Tổng cục thống kê
2015-12-27,Hóa chất,270.0,Triệu USD,Tổng cục thống kê
2015-12-27,Dệt may,2000.0,Triệu USD,Tổng cục thống kê
2016-05-29,Sắt thép,536.0,Triệu USD,Tổng cục thống kê
2016-03-29,Máy móc thiết bị,700.0,Triệu USD,Tổng cục thống kê
2016-03-29,Điện tử máy tính,1400.0,Triệu USD,Tổng cục thống kê
2016-05-29,Thức ăn gia súc,320.0,Triệu USD,Tổng cục thống kê
2016-03-29,Café,276.0,Triệu USD,Tổng cục thống kê
2016-05-29,Ô tô,435.0,Triệu USD,Tổng cục thống kê
2016-03-29,Gạo,242.0,Triệu USD,Tổng cục thống kê
2016-05-29,Vải,850.0,Triệu USD,Tổng cục thống kê
2016-03-29,Dầu thô,145.0,Triệu USD,Tổng cục thống kê
2016-05-29,Sản phẩm hóa chất,270.0,Triệu USD,Tổng cục thống kê
2016-03-29,Thủy sản,550.0,Triệu USD,Tổng cục thống kê
2016-03-29,Tổng trị giá Xuất khẩu,13800.0,Triệu USD,Tổng cục thống kê
2016-05-29,"Điện tử, máy tính và linh kiện",2100.0,Triệu USD,Tổng cục thống kê
2016-05-29,"Máy móc thiết bị, phụ tùng",2400.0,Triệu USD,Tổng cục thống kê
2016-03-29,Giày da,1150.0,Triệu USD,Tổng cục thống kê
2016-05-29,Tổng trị giá Nhập khẩu,14000.0,Triệu USD,Tổng cục thống kê
2016-05-29,Xăng dầu,293.0,Triệu USD,Tổng cục thống kê
2016-03-29,Gỗ và sản phẩm gỗ,600.0,Triệu USD,Tổng cục thống kê
2016-05-29,Hóa chất,260.0,Triệu USD,Tổng cục thống kê
2016-03-29,Dệt may,2000.0,Triệu USD,Tổng cục thống kê
2016-02-28,Sắt thép,438.0,Triệu USD,Tổng cục thống kê
2016-02-28,Máy móc thiết bị,550.0,Triệu USD,Tổng cục thống kê
2016-02-28,Điện tử máy tính,1100.0,Triệu USD,Tổng cục thống kê
2016-02-28,Thức ăn gia súc,230.0,Triệu USD,Tổng cục thống kê
2016-02-28,Café,200.0,Triệu USD,Tổng cục thống kê
2016-02-28,Ô tô,291.0,Triệu USD,Tổng cục thống kê
2016-02-28,Gạo,210.0,Triệu USD,Tổng cục thống kê
2016-02-28,Vải,600.0,Triệu USD,Tổng cục thống kê
2016-02-28,Dầu thô,128.0,Triệu USD,Tổng cục thống kê
2016-02-28,Sản phẩm hóa chất,180.0,Triệu USD,Tổng cục thống kê
2016-02-28,Thủy sản,350.0,Triệu USD,Tổng cục thống kê
2016-02-28,Tổng trị giá Xuất khẩu,10300.0,Triệu USD,Tổng cục thống kê
2016-02-28,"Điện tử, máy tính và linh kiện",1800.0,Triệu USD,Tổng cục thống kê
2016-02-28,"Máy móc thiết bị, phụ tùng",20.0,Triệu USD,Tổng cục thống kê
2016-02-28,Giày da,700.0,Triệu USD,Tổng cục thống kê
2016-02-28,Tổng trị giá Nhập khẩu,10200.0,Triệu USD,Tổng cục thống kê
2016-02-28,Xăng dầu,278.0,Triệu USD,Tổng cục thống kê
2016-02-28,Gỗ và sản phẩm gỗ,400.0,Triệu USD,Tổng cục thống kê
2016-02-28,Hóa chất,160.0,Triệu USD,Tổng cục thống kê
2016-02-28,Dệt may,1600.0,Triệu USD,Tổng cục thống kê
2016-03-29,Sắt thép,1800.0,Triệu USD,Tổng cục thống kê
2016-03-29,Máy móc thiết bị,750.0,Triệu USD,Tổng cục thống kê
2016-03-29,Điện tử máy tính,1450.0,Triệu USD,Tổng cục thống kê
2016-03-29,Thức ăn gia súc,350.0,Triệu USD,Tổng cục thống kê
2016-03-29,Café,264.0,Triệu USD,Tổng cục thống kê
2016-03-29,Ô tô,484.0,Triệu USD,Tổng cục thống kê
2016-03-29,Gạo,218.0,Triệu USD,Tổng cục thống kê
2016-03-29,Vải,750.0,Triệu USD,Tổng cục thống kê
2016-03-29,Dầu thô,154.0,Triệu USD,Tổng cục thống kê
2016-03-29,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2016-03-29,Thủy sản,520.0,Triệu USD,Tổng cục thống kê
2016-03-29,Tổng trị giá Xuất khẩu,14200.0,Triệu USD,Tổng cục thống kê
2016-03-29,"Điện tử, máy tính và linh kiện",2400.0,Triệu USD,Tổng cục thống kê
2016-03-29,"Máy móc thiết bị, phụ tùng",2250.0,Triệu USD,Tổng cục thống kê
2016-03-29,Giày da,900.0,Triệu USD,Tổng cục thống kê
2016-03-29,Tổng trị giá Nhập khẩu,14100.0,Triệu USD,Tổng cục thống kê
2016-03-29,Xăng dầu,330.0,Triệu USD,Tổng cục thống kê
2016-03-29,Gỗ và sản phẩm gỗ,580.0,Triệu USD,Tổng cục thống kê
2016-03-29,Hóa chất,240.0,Triệu USD,Tổng cục thống kê
2016-03-29,Dệt may,1900.0,Triệu USD,Tổng cục thống kê
2016-04-27,Sắt thép,612.0,Triệu USD,Tổng cục thống kê
2016-04-27,Máy móc thiết bị,750.0,Triệu USD,Tổng cục thống kê
2016-04-27,Điện tử máy tính,1300.0,Triệu USD,Tổng cục thống kê
2016-04-27,Thức ăn gia súc,280.0,Triệu USD,Tổng cục thống kê
2016-04-27,Café,271.0,Triệu USD,Tổng cục thống kê
2016-04-27,Ô tô,502.0,Triệu USD,Tổng cục thống kê
2016-04-27,Gạo,208.0,Triệu USD,Tổng cục thống kê
2016-04-27,Vải,900.0,Triệu USD,Tổng cục thống kê
2016-04-27,Dầu thô,180.0,Triệu USD,Tổng cục thống kê
2016-04-27,Sản phẩm hóa chất,300.0,Triệu USD,Tổng cục thống kê
2016-04-27,Thủy sản,520.0,Triệu USD,Tổng cục thống kê
2016-04-27,Tổng trị giá Xuất khẩu,14100.0,Triệu USD,Tổng cục thống kê
2016-04-27,"Điện tử, máy tính và linh kiện",2200.0,Triệu USD,Tổng cục thống kê
2016-04-27,"Máy móc thiết bị, phụ tùng",2200.0,Triệu USD,Tổng cục thống kê
2016-04-27,Giày da,900.0,Triệu USD,Tổng cục thống kê
2016-04-27,Tổng trị giá Nhập khẩu,14000.0,Triệu USD,Tổng cục thống kê
2016-04-27,Xăng dầu,394.0,Triệu USD,Tổng cục thống kê
2016-04-27,Gỗ và sản phẩm gỗ,580.0,Triệu USD,Tổng cục thống kê
2016-04-27,Hóa chất,250.0,Triệu USD,Tổng cục thống kê
2016-04-27,Dệt may,1700.0,Triệu USD,Tổng cục thống kê
2016-05-29,Sắt thép,715.0,Triệu USD,Tổng cục thống kê
2016-05-29,Máy móc thiết bị,750.0,Triệu USD,Tổng cục thống kê
2016-05-29,Điện tử máy tính,1300.0,Triệu USD,Tổng cục thống kê
2016-05-29,Thức ăn gia súc,250.0,Triệu USD,Tổng cục thống kê
2016-05-29,Café,296.0,Triệu USD,Tổng cục thống kê
2016-05-29,Ô tô,515.0,Triệu USD,Tổng cục thống kê
2016-05-29,Gạo,240.0,Triệu USD,Tổng cục thống kê
2016-05-29,Vải,1100.0,Triệu USD,Tổng cục thống kê
2016-05-29,Dầu thô,200.0,Triệu USD,Tổng cục thống kê
2016-05-29,Tổng trị giá Nhập khẩu,15000.0,Triệu USD,Tổng cục thống kê
2016-05-29,Thủy sản,580.0,Triệu USD,Tổng cục thống kê
2016-05-29,Tổng trị giá Xuất khẩu,14600.0,Triệu USD,Tổng cục thống kê
2016-05-29,"Điện tử, máy tính và linh kiện",2200.0,Triệu USD,Tổng cục thống kê
2016-05-29,"Máy móc thiết bị, phụ tùng",2300.0,Triệu USD,Tổng cục thống kê
2016-05-29,Giày da,1150.0,Triệu USD,Tổng cục thống kê
2016-05-29,Sản phẩm hóa chất,330.0,Triệu USD,Tổng cục thống kê
2016-05-29,Xăng dầu,485.0,Triệu USD,Tổng cục thống kê
2016-05-29,Gỗ và sản phẩm gỗ,580.0,Triệu USD,Tổng cục thống kê
2016-05-29,Hóa chất,300.0,Triệu USD,Tổng cục thống kê
2016-05-29,Dệt may,1750.0,Triệu USD,Tổng cục thống kê
2016-07-06,Sắt thép,795.0,Triệu USD,Tổng cục thống kê
2016-07-06,Máy móc thiết bị,760.0,Triệu USD,Tổng cục thống kê
2016-07-06,Điện tử máy tính,1500.0,Triệu USD,Tổng cục thống kê
2016-07-06,Thức ăn gia súc,320.0,Triệu USD,Tổng cục thống kê
2016-07-06,Café,293.0,Triệu USD,Tổng cục thống kê
2016-07-06,Ô tô,546.0,Triệu USD,Tổng cục thống kê
2016-07-06,Gạo,204.0,Triệu USD,Tổng cục thống kê
2016-07-06,Vải,1000.0,Triệu USD,Tổng cục thống kê
2016-07-06,Dầu thô,213.0,Triệu USD,Tổng cục thống kê
2016-07-06,Sản phẩm hóa chất,330.0,Triệu USD,Tổng cục thống kê
2016-07-06,Thủy sản,570.0,Triệu USD,Tổng cục thống kê
2016-07-06,Tổng trị giá Xuất khẩu,14800.0,Triệu USD,Tổng cục thống kê
2016-07-06,"Điện tử, máy tính và linh kiện",2100.0,Triệu USD,Tổng cục thống kê
2016-07-06,"Máy móc thiết bị, phụ tùng",2500.0,Triệu USD,Tổng cục thống kê
2016-07-06,Giày da,1300.0,Triệu USD,Tổng cục thống kê
2016-07-06,Tổng trị giá Nhập khẩu,14900.0,Triệu USD,Tổng cục thống kê
